Program "PAW_quantitative_report.py" run on Tue Aug 30 08:10:49 2016

	=SUBTOTAL(109,B5:B6278)														Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Unique	Unique	Unique	Unique	Unique	Unique	Unique	Unique	Unique	Unique	Corrected	Corrected	Corrected	Corrected	Corrected	Corrected	Corrected	Corrected	Corrected	Corrected
2640	1	sp|P60228|EIF3E_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/EIF3E_HUMAN", "EIF3E_HUMAN")		63.6	445	52220	Eukaryotic translation initiation factor 3 subunit E OS=Homo sapiens GN=EIF3E PE=1 SV=1	299	299	1.000	22	22	25	33	63	10	24	19	34	47	22	22	25	33	63	10	24	19	34	47	22.000	22.000	25.000	33.000	63.000	10.000	24.000	19.000	34.000	47.000
2641	1	sp|P60468|SC61B_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/SC61B_HUMAN", "SC61B_HUMAN")		21.9	96	9974	Protein transport protein Sec61 subunit beta OS=Homo sapiens GN=SEC61B PE=1 SV=2	25	25	1.000	0	3	4	1	5	2	0	2	4	4	0	3	4	1	5	2	0	2	4	4	0.000	3.000	4.000	1.000	5.000	2.000	0.000	2.000	4.000	4.000
2642	1	sp|P60510|PP4C_HUMAN	 	 	sp|P60510|PP4C_HUMAN, sp|P62714|PP2AB_HUMAN, sp|P67775|PP2AA_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/PP4C_HUMAN", "PP4C_HUMAN")		64.2	307	35080	Serine/threonine-protein phosphatase 4 catalytic subunit OS=Homo sapiens GN=PPP4C PE=1 SV=1	61	46	0.754	3	5	7	12	13	2	2	0	10	7	2	4	5	6	13	1	1	0	7	7	2.000	4.000	5.000	6.000	13.000	1.000	1.000	0.000	7.000	7.000
2643	1	sp|P60520|GBRL2_HUMAN	 	 	sp|O95166|GBRAP_HUMAN, sp|P60520|GBRL2_HUMAN, sp|Q9H0R8|GBRL1_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/GBRL2_HUMAN", "GBRL2_HUMAN")		40.2	117	13667	Gamma-aminobutyric acid receptor-associated protein-like 2 OS=Homo sapiens GN=GABARAPL2 PE=1 SV=1	17	15	0.882	2	0	5	2	6	1	0	0	1	0	2	0	4	2	5	1	0	0	1	0	2.000	0.000	4.571	2.000	5.625	1.000	0.000	0.000	1.000	0.000
2644	1	sp|P60604|UB2G2_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/UB2G2_HUMAN", "UB2G2_HUMAN")		42.4	165	18566	Ubiquitin-conjugating enzyme E2 G2 OS=Homo sapiens GN=UBE2G2 PE=1 SV=1	71	71	1.000	8	9	9	5	7	3	6	9	8	7	8	9	9	5	7	3	6	9	8	7	8.000	9.000	9.000	5.000	7.000	3.000	6.000	9.000	8.000	7.000
2647	1	sp|P60842|IF4A1_HUMAN	 	 	sp|P38919|IF4A3_HUMAN, sp|P60842|IF4A1_HUMAN, sp|Q14240|IF4A2_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/IF4A1_HUMAN", "IF4A1_HUMAN")		85.5	406	46153	Eukaryotic initiation factor 4A-I OS=Homo sapiens GN=EIF4A1 PE=1 SV=1	2778	1533	0.552	243	271	302	324	330	183	262	195	389	279	146	146	158	162	179	109	159	105	213	156	232.019	258.774	284.790	298.912	308.477	175.984	251.801	186.532	370.280	262.156
2648	1	sp|P60866|RS20_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/RS20_HUMAN", "RS20_HUMAN")		64.7	119	13373	40S ribosomal protein S20 OS=Homo sapiens GN=RPS20 PE=1 SV=1	435	435	1.000	47	49	33	42	49	41	41	38	48	47	47	49	33	42	49	41	41	38	48	47	47.000	49.000	33.000	42.000	49.000	41.000	41.000	38.000	48.000	47.000
2650	1	sp|P60900|PSA6_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/PSA6_HUMAN", "PSA6_HUMAN")		78.0	246	27399	Proteasome subunit alpha type-6 OS=Homo sapiens GN=PSMA6 PE=1 SV=1	909	909	1.000	76	133	77	69	87	104	118	77	90	78	76	133	77	69	87	104	118	77	90	78	76.000	133.000	77.000	69.000	87.000	104.000	118.000	77.000	90.000	78.000
2651	1	sp|P60903|S10AA_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/S10AA_HUMAN", "S10AA_HUMAN")		49.5	97	11203	Protein S100-A10 OS=Homo sapiens GN=S100A10 PE=1 SV=2	260	260	1.000	41	22	32	29	27	22	28	20	24	15	41	22	32	29	27	22	28	20	24	15	41.000	22.000	32.000	29.000	27.000	22.000	28.000	20.000	24.000	15.000
2653	1	sp|P60981|DEST_HUMAN	 	 	sp|P23528|COF1_HUMAN, sp|P60981|DEST_HUMAN, sp|Q9Y281|COF2_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/DEST_HUMAN", "DEST_HUMAN")		82.4	165	18506	Destrin OS=Homo sapiens GN=DSTN PE=1 SV=3	880	645	0.733	74	115	61	75	111	101	103	73	78	89	53	71	48	66	95	61	62	46	68	75	56.008	78.791	49.841	67.123	97.105	68.922	68.200	50.634	69.365	76.479
2654	1	sp|P60983|GMFB_HUMAN	 	 	sp|O60234|GMFG_HUMAN, sp|P60983|GMFB_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/GMFB_HUMAN", "GMFB_HUMAN")		54.2	142	16713	Glia maturation factor beta OS=Homo sapiens GN=GMFB PE=1 SV=2	241	57	0.237	15	36	37	34	26	12	17	19	31	14	5	6	9	3	9	4	4	5	8	4	8.846	12.207	18.333	8.812	16.650	6.909	7.059	9.667	24.727	9.714
2655	1	sp|P61006|RAB8A_HUMAN	 	 	sp|O95716|RAB3D_HUMAN, sp|P20337|RAB3B_HUMAN, sp|P20338|RAB4A_HUMAN, sp|P20340|RAB6A_HUMAN, sp|P51153|RAB13_HUMAN, sp|P59190|RAB15_HUMAN, sp|P61006|RAB8A_HUMAN, sp|P61018|RAB4B_HUMAN, sp|P61026|RAB10_HUMAN, sp|P61106|RAB14_HUMAN, sp|P62820|RAB1A_HUMAN, sp|Q15286|RAB35_HUMAN, sp|Q15771|RAB30_HUMAN, sp|Q6IQ22|RAB12_HUMAN, sp|Q86YS6|RAB43_HUMAN, sp|Q92930|RAB8B_HUMAN, sp|Q96DA2|RB39B_HUMAN, sp|Q96E17|RAB3C_HUMAN, sp|Q9H082|RB33B_HUMAN, sp|Q9H0U4|RAB1B_HUMAN, sp|Q9NRW1|RAB6B_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/RAB8A_HUMAN", "RAB8A_HUMAN")		60.9	207	23668	Ras-related protein Rab-8A OS=Homo sapiens GN=RAB8A PE=1 SV=1	339	118	0.348	20	37	43	34	42	18	32	38	42	33	10	20	9	8	15	9	11	14	13	9	10.000	20.000	14.000	10.000	17.000	10.000	11.000	15.000	14.000	11.000
2656	1	sp|P61009|SPCS3_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/SPCS3_HUMAN", "SPCS3_HUMAN")		20.0	180	20313	Signal peptidase complex subunit 3 OS=Homo sapiens GN=SPCS3 PE=1 SV=1	34	34	1.000	2	2	6	5	5	2	2	3	3	4	2	2	6	5	5	2	2	3	3	4	2.000	2.000	6.000	5.000	5.000	2.000	2.000	3.000	3.000	4.000
2657	1	sp|P61011|SRP54_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/SRP54_HUMAN", "SRP54_HUMAN")		55.0	504	55704	Signal recognition particle 54 kDa protein OS=Homo sapiens GN=SRP54 PE=1 SV=1	208	208	1.000	19	15	24	20	29	15	16	19	32	19	19	15	24	20	29	15	16	19	32	19	19.000	15.000	24.000	20.000	29.000	15.000	16.000	19.000	32.000	19.000
2658	1	sp|P61018|RAB4B_HUMAN	 	 	sp|O95716|RAB3D_HUMAN, sp|P20337|RAB3B_HUMAN, sp|P20338|RAB4A_HUMAN, sp|P20340|RAB6A_HUMAN, sp|P59190|RAB15_HUMAN, sp|P61006|RAB8A_HUMAN, sp|P61018|RAB4B_HUMAN, sp|P61026|RAB10_HUMAN, sp|P61106|RAB14_HUMAN, sp|P62820|RAB1A_HUMAN, sp|Q15286|RAB35_HUMAN, sp|Q15771|RAB30_HUMAN, sp|Q6IQ22|RAB12_HUMAN, sp|Q86YS6|RAB43_HUMAN, sp|Q92930|RAB8B_HUMAN, sp|Q96DA2|RB39B_HUMAN, sp|Q96E17|RAB3C_HUMAN, sp|Q9H082|RB33B_HUMAN, sp|Q9H0U4|RAB1B_HUMAN, sp|Q9NRW1|RAB6B_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/RAB4B_HUMAN", "RAB4B_HUMAN")		41.8	213	23586	Ras-related protein Rab-4B OS=Homo sapiens GN=RAB4B PE=1 SV=1	125	9	0.072	6	8	17	15	18	4	10	15	17	15	0	0	2	0	3	0	0	2	1	1	0.000	0.000	2.000	0.000	3.000	0.000	0.000	2.000	1.000	1.000
2660	1	sp|P61020|RAB5B_HUMAN	 	 	sp|P20339|RAB5A_HUMAN, sp|P51148|RAB5C_HUMAN, sp|P61020|RAB5B_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/RAB5B_HUMAN", "RAB5B_HUMAN")		44.7	215	23707	Ras-related protein Rab-5B OS=Homo sapiens GN=RAB5B PE=1 SV=1	124	21	0.169	8	9	15	16	18	5	12	11	18	12	3	4	0	1	3	1	4	2	2	1	3.375	4.370	0.000	1.882	3.714	1.125	4.696	2.277	2.914	1.344
2661	1	sp|P61024|CKS1_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/CKS1_HUMAN", "CKS1_HUMAN")		32.9	79	9660	Cyclin-dependent kinases regulatory subunit 1 OS=Homo sapiens GN=CKS1B PE=1 SV=1	15	15	1.000	1	4	5	1	1	1	1	0	1	0	1	4	5	1	1	1	1	0	1	0	1.000	4.000	5.000	1.000	1.000	1.000	1.000	0.000	1.000	0.000
2662	1	sp|P61026|RAB10_HUMAN	 	 	sp|O95716|RAB3D_HUMAN, sp|P20337|RAB3B_HUMAN, sp|P20338|RAB4A_HUMAN, sp|P20340|RAB6A_HUMAN, sp|P51153|RAB13_HUMAN, sp|P59190|RAB15_HUMAN, sp|P61006|RAB8A_HUMAN, sp|P61018|RAB4B_HUMAN, sp|P61026|RAB10_HUMAN, sp|P61106|RAB14_HUMAN, sp|P62820|RAB1A_HUMAN, sp|Q15286|RAB35_HUMAN, sp|Q15771|RAB30_HUMAN, sp|Q6IQ22|RAB12_HUMAN, sp|Q86YS6|RAB43_HUMAN, sp|Q92930|RAB8B_HUMAN, sp|Q96DA2|RB39B_HUMAN, sp|Q96E17|RAB3C_HUMAN, sp|Q9H082|RB33B_HUMAN, sp|Q9H0U4|RAB1B_HUMAN, sp|Q9NRW1|RAB6B_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/RAB10_HUMAN", "RAB10_HUMAN")		48.5	200	22541	Ras-related protein Rab-10 OS=Homo sapiens GN=RAB10 PE=1 SV=1	362	143	0.395	16	35	55	39	46	15	34	45	40	37	5	16	24	12	20	7	11	21	14	13	5.000	17.000	28.000	14.000	22.000	7.000	12.000	24.000	16.000	15.000
2664	1	sp|P61081|UBC12_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/UBC12_HUMAN", "UBC12_HUMAN")		56.8	183	20900	NEDD8-conjugating enzyme Ubc12 OS=Homo sapiens GN=UBE2M PE=1 SV=1	136	136	1.000	11	17	15	10	18	10	13	18	14	10	11	17	15	10	18	10	13	18	14	10	11.000	17.000	15.000	10.000	18.000	10.000	13.000	18.000	14.000	10.000
2665	1	sp|P61086|UBE2K_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/UBE2K_HUMAN", "UBE2K_HUMAN")		85.0	200	22406	Ubiquitin-conjugating enzyme E2 K OS=Homo sapiens GN=UBE2K PE=1 SV=3	180	180	1.000	14	16	16	20	30	10	17	7	21	29	14	16	16	20	30	10	17	7	21	29	14.000	16.000	16.000	20.000	30.000	10.000	17.000	7.000	21.000	29.000
2666	1	sp|P61088|UBE2N_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/UBE2N_HUMAN", "UBE2N_HUMAN")		86.8	152	17138	Ubiquitin-conjugating enzyme E2 N OS=Homo sapiens GN=UBE2N PE=1 SV=1	458	458	1.000	42	46	49	50	64	30	51	29	47	50	42	46	49	50	64	30	51	29	47	50	42.000	46.000	49.000	50.000	64.000	30.000	51.000	29.000	47.000	50.000
2670	1	sp|P61163|ACTZ_HUMAN	 	 	sp|P42025|ACTY_HUMAN, sp|P61163|ACTZ_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/ACTZ_HUMAN", "ACTZ_HUMAN")		65.4	376	42613	Alpha-centractin OS=Homo sapiens GN=ACTR1A PE=1 SV=1	699	386	0.552	51	71	94	71	67	53	86	78	83	45	30	37	55	41	43	22	38	44	52	24	47.500	67.683	89.048	66.102	61.764	50.417	83.600	76.522	76.800	42.667
2671	1	sp|P61201|CSN2_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/CSN2_HUMAN", "CSN2_HUMAN")		44.5	443	51596	COP9 signalosome complex subunit 2 OS=Homo sapiens GN=COPS2 PE=1 SV=1	141	141	1.000	15	13	24	7	17	11	12	11	14	17	15	13	24	7	17	11	12	11	14	17	15.000	13.000	24.000	7.000	17.000	11.000	12.000	11.000	14.000	17.000
2672	1	sp|P61204|ARF3_HUMAN (+1)	sp|P61204|ARF3_HUMAN&sp|P84077|ARF1_HUMAN	 	sp|P18085|ARF4_HUMAN, sp|P61204|ARF3_HUMAN, sp|P84085|ARF5_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/ARF3_HUMAN", "ARF3_HUMAN")		71.8	181	20601	ADP-ribosylation factor 3 OS=Homo sapiens GN=ARF3 PE=1 SV=2	588	186	0.316	36	10	52	84	118	16	26	4	122	120	15	3	24	28	37	8	12	4	38	17	27.938	4.750	39.041	58.138	79.163	13.333	19.000	4.000	79.525	59.114
2673	1	sp|P61221|ABCE1_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/ABCE1_HUMAN", "ABCE1_HUMAN")		58.3	599	67314	ATP-binding cassette sub-family E member 1 OS=Homo sapiens GN=ABCE1 PE=1 SV=1	584	584	1.000	53	64	75	54	73	43	55	54	59	54	53	64	75	54	73	43	55	54	59	54	53.000	64.000	75.000	54.000	73.000	43.000	55.000	54.000	59.000	54.000
2675	1	sp|P61225|RAP2B_HUMAN	 	 	sp|P61225|RAP2B_HUMAN, sp|Q9Y3L5|RAP2C_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/RAP2B_HUMAN", "RAP2B_HUMAN")		55.7	183	20504	Ras-related protein Rap-2b OS=Homo sapiens GN=RAP2B PE=1 SV=1	60	38	0.633	2	3	10	10	15	1	4	5	6	4	2	3	7	5	6	1	3	5	4	2	2.000	3.000	9.625	10.000	13.714	1.000	4.000	5.000	6.000	4.000
2676	1	sp|P61244|MAX_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/MAX_HUMAN", "MAX_HUMAN")		22.5	160	18275	Protein max OS=Homo sapiens GN=MAX PE=1 SV=1	4	4	1.000	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	2	0	1	0	0	0.000	0.000	0.000	1.000	0.000	2.000	0.000	1.000	0.000	0.000
2677	1	sp|P61247|RS3A_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/RS3A_HUMAN", "RS3A_HUMAN")		76.5	264	29945	40S ribosomal protein S3a OS=Homo sapiens GN=RPS3A PE=1 SV=2	1665	1665	1.000	168	221	176	110	158	172	191	169	155	145	168	221	176	110	158	172	191	169	155	145	168.000	221.000	176.000	110.000	158.000	172.000	191.000	169.000	155.000	145.000
2679	1	sp|P61289|PSME3_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/PSME3_HUMAN", "PSME3_HUMAN")		60.6	254	29506	Proteasome activator complex subunit 3 OS=Homo sapiens GN=PSME3 PE=1 SV=1	278	278	1.000	21	27	36	29	29	22	26	35	27	26	21	27	36	29	29	22	26	35	27	26	21.000	27.000	36.000	29.000	29.000	22.000	26.000	35.000	27.000	26.000
2680	1	sp|P61313|RL15_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/RL15_HUMAN", "RL15_HUMAN")		51.0	204	24146	60S ribosomal protein L15 OS=Homo sapiens GN=RPL15 PE=1 SV=2	396	396	1.000	36	27	33	48	61	22	20	24	43	82	36	27	33	48	61	22	20	24	43	82	36.000	27.000	33.000	48.000	61.000	22.000	20.000	24.000	43.000	82.000
2681	1	sp|P61326|MGN_HUMAN (+1)	sp|P61326|MGN_HUMAN&sp|Q96A72|MGN2_HUMAN	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/MGN_HUMAN", "MGN_HUMAN")		58.2	146	17163	Protein mago nashi homolog OS=Homo sapiens GN=MAGOH PE=1 SV=1	85	85	1.000	10	4	7	8	10	8	6	5	12	15	10	4	7	8	10	8	6	5	12	15	10.000	4.000	7.000	8.000	10.000	8.000	6.000	5.000	12.000	15.000
2682	1	sp|P61353|RL27_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/RL27_HUMAN", "RL27_HUMAN")		64.7	136	15798	60S ribosomal protein L27 OS=Homo sapiens GN=RPL27 PE=1 SV=2	510	510	1.000	44	63	51	64	49	47	50	45	50	47	44	63	51	64	49	47	50	45	50	47	44.000	63.000	51.000	64.000	49.000	47.000	50.000	45.000	50.000	47.000
2683	1	sp|P61421|VA0D1_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/VA0D1_HUMAN", "VA0D1_HUMAN")		40.5	351	40329	V-type proton ATPase subunit d 1 OS=Homo sapiens GN=ATP6V0D1 PE=1 SV=1	64	64	1.000	1	3	7	8	17	1	4	1	11	11	1	3	7	8	17	1	4	1	11	11	1.000	3.000	7.000	8.000	17.000	1.000	4.000	1.000	11.000	11.000
2684	1	sp|P61457|PHS_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/PHS_HUMAN", "PHS_HUMAN")		57.7	104	11999	Pterin-4-alpha-carbinolamine dehydratase OS=Homo sapiens GN=PCBD1 PE=1 SV=2	32	32	1.000	0	0	3	7	7	0	0	2	8	5	0	0	3	7	7	0	0	2	8	5	0.000	0.000	3.000	7.000	7.000	0.000	0.000	2.000	8.000	5.000
2685	1	sp|P61513|RL37A_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/RL37A_HUMAN", "RL37A_HUMAN")		59.8	92	10275	60S ribosomal protein L37a OS=Homo sapiens GN=RPL37A PE=1 SV=2	279	279	1.000	20	36	26	21	25	29	36	25	30	31	20	36	26	21	25	29	36	25	30	31	20.000	36.000	26.000	21.000	25.000	29.000	36.000	25.000	30.000	31.000
2686	1	sp|P61586|RHOA_HUMAN	 	 	sp|P08134|RHOC_HUMAN, sp|P61586|RHOA_HUMAN, sp|P62745|RHOB_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/RHOA_HUMAN", "RHOA_HUMAN")		79.8	193	21768	Transforming protein RhoA OS=Homo sapiens GN=RHOA PE=1 SV=1	951	221	0.232	77	101	92	111	132	73	101	63	93	108	30	34	17	15	25	24	29	21	15	11	60.077	76.005	54.086	67.611	91.249	48.710	65.784	42.011	54.429	50.266
2688	1	sp|P61604|CH10_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/CH10_HUMAN", "CH10_HUMAN")		88.2	102	10932	10 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPE1 PE=1 SV=2	920	920	1.000	78	144	100	86	73	77	105	95	91	71	78	144	100	86	73	77	105	95	91	71	78.000	144.000	100.000	86.000	73.000	77.000	105.000	95.000	91.000	71.000
2689	1	sp|P61619|S61A1_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/S61A1_HUMAN", "S61A1_HUMAN")		20.4	476	52264	Protein transport protein Sec61 subunit alpha isoform 1 OS=Homo sapiens GN=SEC61A1 PE=1 SV=2	76	76	1.000	6	0	9	6	16	5	5	2	12	15	6	0	9	6	16	5	5	2	12	15	6.000	0.000	9.000	6.000	16.000	5.000	5.000	2.000	12.000	15.000
2690	1	sp|P61626|LYSC_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/LYSC_HUMAN", "LYSC_HUMAN")		35.1	148	16537	Lysozyme C OS=Homo sapiens GN=LYZ PE=1 SV=1	14	14	1.000	8	2	0	0	0	2	2	0	0	0	8	2	0	0	0	2	2	0	0	0	8.000	2.000	0.000	0.000	0.000	2.000	2.000	0.000	0.000	0.000
2691	1	sp|P61758|PFD3_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/PFD3_HUMAN", "PFD3_HUMAN")		59.9	197	22658	Prefoldin subunit 3 OS=Homo sapiens GN=VBP1 PE=1 SV=3	182	182	1.000	12	22	19	23	18	15	14	13	28	18	12	22	19	23	18	15	14	13	28	18	12.000	22.000	19.000	23.000	18.000	15.000	14.000	13.000	28.000	18.000
2692	1	sp|P61764|STXB1_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/STXB1_HUMAN", "STXB1_HUMAN")		45.1	594	67568	Syntaxin-binding protein 1 OS=Homo sapiens GN=STXBP1 PE=1 SV=1	94	94	1.000	10	9	16	5	16	7	5	7	14	5	10	9	16	5	16	7	5	7	14	5	10.000	9.000	16.000	5.000	16.000	7.000	5.000	7.000	14.000	5.000
2693	1	sp|P61769|B2MG_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/B2MG_HUMAN", "B2MG_HUMAN")		58.8	119	13714	Beta-2-microglobulin OS=Homo sapiens GN=B2M PE=1 SV=1	503	503	1.000	27	31	45	31	39	56	78	64	56	76	27	31	45	31	39	56	78	64	56	76	27.000	31.000	45.000	31.000	39.000	56.000	78.000	64.000	56.000	76.000
2694	1	sp|P61803|DAD1_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/DAD1_HUMAN", "DAD1_HUMAN")		19.5	113	12497	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 OS=Homo sapiens GN=DAD1 PE=1 SV=3	8	8	1.000	1	0	0	1	3	0	0	0	0	3	1	0	0	1	3	0	0	0	0	3	1.000	0.000	0.000	1.000	3.000	0.000	0.000	0.000	0.000	3.000
2695	1	sp|P61916|NPC2_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/NPC2_HUMAN", "NPC2_HUMAN")		51.7	151	16570	Epididymal secretory protein E1 OS=Homo sapiens GN=NPC2 PE=1 SV=1	256	256	1.000	31	39	36	21	30	19	30	15	26	9	31	39	36	21	30	19	30	15	26	9	31.000	39.000	36.000	21.000	30.000	19.000	30.000	15.000	26.000	9.000
2696	1	sp|P61923|COPZ1_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/COPZ1_HUMAN", "COPZ1_HUMAN")		36.2	177	20198	Coatomer subunit zeta-1 OS=Homo sapiens GN=COPZ1 PE=1 SV=1	183	183	1.000	13	15	18	14	20	14	23	26	23	17	13	15	18	14	20	14	23	26	23	17	13.000	15.000	18.000	14.000	20.000	14.000	23.000	26.000	23.000	17.000
2697	1	sp|P61925|IPKA_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/IPKA_HUMAN", "IPKA_HUMAN")		46.1	76	7988	cAMP-dependent protein kinase inhibitor alpha OS=Homo sapiens GN=PKIA PE=1 SV=2	8	8	1.000	0	1	0	0	3	0	2	0	1	1	0	1	0	0	3	0	2	0	1	1	0.000	1.000	0.000	0.000	3.000	0.000	2.000	0.000	1.000	1.000
2698	1	sp|P61952|GBG11_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/GBG11_HUMAN", "GBG11_HUMAN")		41.1	73	8481	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11 OS=Homo sapiens GN=GNG11 PE=1 SV=1	23	23	1.000	0	1	3	0	2	4	5	5	1	2	0	1	3	0	2	4	5	5	1	2	0.000	1.000	3.000	0.000	2.000	4.000	5.000	5.000	1.000	2.000
2699	1	sp|P61956|SUMO2_HUMAN	 	 	sp|P55854|SUMO3_HUMAN, sp|P61956|SUMO2_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/SUMO2_HUMAN", "SUMO2_HUMAN")		27.4	95	10871	Small ubiquitin-related modifier 2 OS=Homo sapiens GN=SUMO2 PE=1 SV=3	137	30	0.219	12	19	13	10	12	14	17	14	14	12	3	2	6	5	3	2	1	1	3	4	8.400	13.333	13.000	10.000	8.400	14.000	6.333	14.000	14.000	9.333
2700	1	sp|P61960|UFM1_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/UFM1_HUMAN", "UFM1_HUMAN")		72.9	85	9117	Ubiquitin-fold modifier 1 OS=Homo sapiens GN=UFM1 PE=1 SV=1	228	228	1.000	18	32	26	23	13	23	31	28	25	9	18	32	26	23	13	23	31	28	25	9	18.000	32.000	26.000	23.000	13.000	23.000	31.000	28.000	25.000	9.000
2701	1	sp|P61962|DCAF7_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/DCAF7_HUMAN", "DCAF7_HUMAN")		19.3	342	38926	DDB1- and CUL4-associated factor 7 OS=Homo sapiens GN=DCAF7 PE=1 SV=1	22	22	1.000	2	1	3	0	4	2	2	2	3	3	2	1	3	0	4	2	2	2	3	3	2.000	1.000	3.000	0.000	4.000	2.000	2.000	2.000	3.000	3.000
2702	1	sp|P61964|WDR5_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/WDR5_HUMAN", "WDR5_HUMAN")		38.6	334	36588	WD repeat-containing protein 5 OS=Homo sapiens GN=WDR5 PE=1 SV=1	42	42	1.000	4	5	9	2	4	2	3	3	7	3	4	5	9	2	4	2	3	3	7	3	4.000	5.000	9.000	2.000	4.000	2.000	3.000	3.000	7.000	3.000
2703	1	sp|P61966|AP1S1_HUMAN	 	 	sp|P56377|AP1S2_HUMAN, sp|P61966|AP1S1_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/AP1S1_HUMAN", "AP1S1_HUMAN")		37.3	158	18733	AP-1 complex subunit sigma-1A OS=Homo sapiens GN=AP1S1 PE=1 SV=1	37	34	0.919	3	6	5	1	8	1	1	5	3	4	2	6	5	1	6	1	1	5	3	4	2.667	6.000	5.000	1.000	7.714	1.000	1.000	5.000	3.000	4.000
2704	1	sp|P61970|NTF2_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/NTF2_HUMAN", "NTF2_HUMAN")		79.5	127	14478	Nuclear transport factor 2 OS=Homo sapiens GN=NUTF2 PE=1 SV=1	393	393	1.000	17	33	49	54	49	26	33	22	72	38	17	33	49	54	49	26	33	22	72	38	17.000	33.000	49.000	54.000	49.000	26.000	33.000	22.000	72.000	38.000
2705	1	sp|P61978|HNRPK_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/HNRPK_HUMAN", "HNRPK_HUMAN")		68.7	463	50976	Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK PE=1 SV=1	3185	3185	1.000	286	443	421	286	355	235	335	274	291	259	286	443	421	286	355	235	335	274	291	259	286.000	443.000	421.000	286.000	355.000	235.000	335.000	274.000	291.000	259.000
